index,entities,answers,sentences,entity,corrected_answers,counter_entity
11747,Restaurant_Name,['gregorys'],what are the prices like at gregorys restaurant,['Restaurant_Name'],gregorys,Restaurant_Name
10226,Hours,['gregorys'],what are the prices like at gregorys restaurant,['Restaurant_Name'],,none
1100,Rating,['gregorys'],what are the prices like at gregorys restaurant,['Restaurant_Name'],,none
2621,Dish,['gregorys'],what are the prices like at gregorys restaurant,['Restaurant_Name'],,none
1994,Dish,"['gryos', 'nears']",gryos nears restaurant serving them,"['Dish', 'Location']",gryos,DishDish
8078,Cuisine,"['gryos', 'nears']",gryos nears restaurant serving them,"['Dish', 'Location']",,none
9599,Hours,"['gryos', 'nears']",gryos nears restaurant serving them,"['Dish', 'Location']",,none
5036,Price,"['gryos', 'nears']",gryos nears restaurant serving them,"['Dish', 'Location']",,none
3515,Amenity,"['gryos', 'nears']",gryos nears restaurant serving them,"['Dish', 'Location']",,none
6557,Location,"['gryos', 'nears']",gryos nears restaurant serving them,"['Dish', 'Location']",nears,LocationLocation
473,Rating,"['gryos', 'nears']",gryos nears restaurant serving them,"['Dish', 'Location']",,none
11120,Restaurant_Name,"['gryos', 'nears']",gryos nears restaurant serving them,"['Dish', 'Location']",,none
10932,Restaurant_Name,"['gustovs', 'bar']",does gustovs have a bar,"['Restaurant_Name', 'Amenity']",gustovs,Restaurant_NameRestaurant_Name
6369,Location,"['gustovs', 'bar']",does gustovs have a bar,"['Restaurant_Name', 'Amenity']",,none
9411,Hours,"['gustovs', 'bar']",does gustovs have a bar,"['Restaurant_Name', 'Amenity']",,none
3327,Amenity,"['gustovs', 'bar']",does gustovs have a bar,"['Restaurant_Name', 'Amenity']",bar,AmenityAmenity
285,Rating,"['gustovs', 'bar']",does gustovs have a bar,"['Restaurant_Name', 'Amenity']",,none
1806,Dish,"['gustovs', 'bar']",does gustovs have a bar,"['Restaurant_Name', 'Amenity']",,none
7890,Cuisine,"['gustovs', 'bar']",does gustovs have a bar,"['Restaurant_Name', 'Amenity']",,none
4848,Price,"['gustovs', 'bar']",does gustovs have a bar,"['Restaurant_Name', 'Amenity']",,none
11354,Restaurant_Name,"['halal', 'bar']",id like to eat some halal at a bar,"['Cuisine', 'Amenity']",,none
3749,Amenity,"['halal', 'bar']",id like to eat some halal at a bar,"['Cuisine', 'Amenity']",bar,AmenityAmenity
5270,Price,"['halal', 'bar']",id like to eat some halal at a bar,"['Cuisine', 'Amenity']",,none
8312,Cuisine,"['halal', 'bar']",id like to eat some halal at a bar,"['Cuisine', 'Amenity']",halal,CuisineCuisine
2228,Dish,"['halal', 'bar']",id like to eat some halal at a bar,"['Cuisine', 'Amenity']",,none
9833,Hours,"['halal', 'bar']",id like to eat some halal at a bar,"['Cuisine', 'Amenity']",,none
6791,Location,"['halal', 'bar']",id like to eat some halal at a bar,"['Cuisine', 'Amenity']",,none
707,Rating,"['halal', 'bar']",id like to eat some halal at a bar,"['Cuisine', 'Amenity']",,none
8425,Cuisine,"['halal', 'downtown', 'eat outside']",is there a halal place downtown where i could eat outside,"['Cuisine', 'Location', 'Amenity']",halal,CuisineCuisineCuisine
3862,Amenity,"['halal', 'downtown', 'eat outside']",is there a halal place downtown where i could eat outside,"['Cuisine', 'Location', 'Amenity']",eat outside,AmenityAmenityAmenity
9946,Hours,"['halal', 'downtown', 'eat outside']",is there a halal place downtown where i could eat outside,"['Cuisine', 'Location', 'Amenity']",,none
2341,Dish,"['halal', 'downtown', 'eat outside']",is there a halal place downtown where i could eat outside,"['Cuisine', 'Location', 'Amenity']",,none
820,Rating,"['halal', 'downtown', 'eat outside']",is there a halal place downtown where i could eat outside,"['Cuisine', 'Location', 'Amenity']",,none
11467,Restaurant_Name,"['halal', 'downtown', 'eat outside']",is there a halal place downtown where i could eat outside,"['Cuisine', 'Location', 'Amenity']",,none
5383,Price,"['halal', 'downtown', 'eat outside']",is there a halal place downtown where i could eat outside,"['Cuisine', 'Location', 'Amenity']",,none
6904,Location,"['halal', 'downtown', 'eat outside']",is there a halal place downtown where i could eat outside,"['Cuisine', 'Location', 'Amenity']",downtown,LocationLocationLocation
8900,Cuisine,"['halal', 'price not so high']",where can i find halal with a price not so high,"['Cuisine', 'Price']",halal,CuisineCuisine
10421,Hours,"['halal', 'price not so high']",where can i find halal with a price not so high,"['Cuisine', 'Price']",,none
11942,Restaurant_Name,"['halal', 'price not so high']",where can i find halal with a price not so high,"['Cuisine', 'Price']",,none
4337,Amenity,"['halal', 'price not so high']",where can i find halal with a price not so high,"['Cuisine', 'Price']",,none
2816,Dish,"['halal', 'price not so high']",where can i find halal with a price not so high,"['Cuisine', 'Price']",,none
1295,Rating,"['halal', 'price not so high']",where can i find halal with a price not so high,"['Cuisine', 'Price']",,none
7379,Location,"['halal', 'price not so high']",where can i find halal with a price not so high,"['Cuisine', 'Price']",,none
5858,Price,"['halal', 'price not so high']",where can i find halal with a price not so high,"['Cuisine', 'Price']",price not so high,PricePrice
125,Rating,"['hambers', 'lone star']",can i get hambers at lone star,"['Dish', 'Restaurant_Name']",,none
7730,Cuisine,"['hambers', 'lone star']",can i get hambers at lone star,"['Dish', 'Restaurant_Name']",,none
10772,Restaurant_Name,"['hambers', 'lone star']",can i get hambers at lone star,"['Dish', 'Restaurant_Name']",lone star,Restaurant_NameRestaurant_Name
1646,Dish,"['hambers', 'lone star']",can i get hambers at lone star,"['Dish', 'Restaurant_Name']",hambers,DishDish
3167,Amenity,"['hambers', 'lone star']",can i get hambers at lone star,"['Dish', 'Restaurant_Name']",,none
4688,Price,"['hambers', 'lone star']",can i get hambers at lone star,"['Dish', 'Restaurant_Name']",,none
9251,Hours,"['hambers', 'lone star']",can i get hambers at lone star,"['Dish', 'Restaurant_Name']",,none
6209,Location,"['hambers', 'lone star']",can i get hambers at lone star,"['Dish', 'Restaurant_Name']",,none
8918,Cuisine,['hamburger'],where can i get a hamburger,['Dish'],,none
10439,Hours,['hamburger'],where can i get a hamburger,['Dish'],,none
2834,Dish,['hamburger'],where can i get a hamburger,['Dish'],hamburger,Dish
7397,Location,['hamburger'],where can i get a hamburger,['Dish'],,none
4355,Amenity,['hamburger'],where can i get a hamburger,['Dish'],,none
11960,Restaurant_Name,['hamburger'],where can i get a hamburger,['Dish'],,none
5876,Price,['hamburger'],where can i get a hamburger,['Dish'],,none
1313,Rating,['hamburger'],where can i get a hamburger,['Dish'],,none
4356,Amenity,"['hamburger', 'between thompson falls and plains']",where can i get a hamburger between thompson falls and plains,"['Dish', 'Location']",,none
5877,Price,"['hamburger', 'between thompson falls and plains']",where can i get a hamburger between thompson falls and plains,"['Dish', 'Location']",,none
2835,Dish,"['hamburger', 'between thompson falls and plains']",where can i get a hamburger between thompson falls and plains,"['Dish', 'Location']",hamburger,DishDish
8919,Cuisine,"['hamburger', 'between thompson falls and plains']",where can i get a hamburger between thompson falls and plains,"['Dish', 'Location']",,none
10440,Hours,"['hamburger', 'between thompson falls and plains']",where can i get a hamburger between thompson falls and plains,"['Dish', 'Location']",,none
1314,Rating,"['hamburger', 'between thompson falls and plains']",where can i get a hamburger between thompson falls and plains,"['Dish', 'Location']",,none
11961,Restaurant_Name,"['hamburger', 'between thompson falls and plains']",where can i get a hamburger between thompson falls and plains,"['Dish', 'Location']",,none
7398,Location,"['hamburger', 'between thompson falls and plains']",where can i get a hamburger between thompson falls and plains,"['Dish', 'Location']",between thompson falls and plains,LocationLocation
4610,Price,"['hamburger', 'close by']",are there any hamburger restaurants close by,"['Cuisine', 'Location']",,none
47,Rating,"['hamburger', 'close by']",are there any hamburger restaurants close by,"['Cuisine', 'Location']",,none
3089,Amenity,"['hamburger', 'close by']",are there any hamburger restaurants close by,"['Cuisine', 'Location']",,none
9173,Hours,"['hamburger', 'close by']",are there any hamburger restaurants close by,"['Cuisine', 'Location']",,none
6131,Location,"['hamburger', 'close by']",are there any hamburger restaurants close by,"['Cuisine', 'Location']",close by,LocationLocation
7652,Cuisine,"['hamburger', 'close by']",are there any hamburger restaurants close by,"['Cuisine', 'Location']",hamburger,CuisineCuisine
10694,Restaurant_Name,"['hamburger', 'close by']",are there any hamburger restaurants close by,"['Cuisine', 'Location']",,none
1568,Dish,"['hamburger', 'close by']",are there any hamburger restaurants close by,"['Cuisine', 'Location']",,none
1650,Dish,"['hamburger', 'nearby']",can i see hamburger restaurants nearby,"['Dish', 'Location']",hamburger,DishDish
3171,Amenity,"['hamburger', 'nearby']",can i see hamburger restaurants nearby,"['Dish', 'Location']",,none
4692,Price,"['hamburger', 'nearby']",can i see hamburger restaurants nearby,"['Dish', 'Location']",,none
129,Rating,"['hamburger', 'nearby']",can i see hamburger restaurants nearby,"['Dish', 'Location']",,none
6213,Location,"['hamburger', 'nearby']",can i see hamburger restaurants nearby,"['Dish', 'Location']",nearby,LocationLocation
7734,Cuisine,"['hamburger', 'nearby']",can i see hamburger restaurants nearby,"['Dish', 'Location']",,none
10776,Restaurant_Name,"['hamburger', 'nearby']",can i see hamburger restaurants nearby,"['Dish', 'Location']",,none
9255,Hours,"['hamburger', 'nearby']",can i see hamburger restaurants nearby,"['Dish', 'Location']",,none
11294,Restaurant_Name,['hamburgers'],i want to eat hamburgers,['Dish'],,none
647,Rating,['hamburgers'],i want to eat hamburgers,['Dish'],,none
2168,Dish,['hamburgers'],i want to eat hamburgers,['Dish'],hamburgers,Dish
8252,Cuisine,['hamburgers'],i want to eat hamburgers,['Dish'],,none
6731,Location,['hamburgers'],i want to eat hamburgers,['Dish'],,none
3689,Amenity,['hamburgers'],i want to eat hamburgers,['Dish'],,none
5210,Price,['hamburgers'],i want to eat hamburgers,['Dish'],,none
9773,Hours,['hamburgers'],i want to eat hamburgers,['Dish'],,none
2526,Dish,['happy'],my kids want a happy meal,['Cuisine'],,none
4047,Amenity,['happy'],my kids want a happy meal,['Cuisine'],,none
10131,Hours,['happy'],my kids want a happy meal,['Cuisine'],,none
7089,Location,['happy'],my kids want a happy meal,['Cuisine'],,none
1005,Rating,['happy'],my kids want a happy meal,['Cuisine'],,none
11652,Restaurant_Name,['happy'],my kids want a happy meal,['Cuisine'],,none
5568,Price,['happy'],my kids want a happy meal,['Cuisine'],,none
8610,Cuisine,['happy'],my kids want a happy meal,['Cuisine'],happy,Cuisine
4647,Price,"['happy hour', 'in the area']",are there any restaurants with happy hour in the area,"['Amenity', 'Location']",,none
6168,Location,"['happy hour', 'in the area']",are there any restaurants with happy hour in the area,"['Amenity', 'Location']",in the area,LocationLocation
7689,Cuisine,"['happy hour', 'in the area']",are there any restaurants with happy hour in the area,"['Amenity', 'Location']",,none
10731,Restaurant_Name,"['happy hour', 'in the area']",are there any restaurants with happy hour in the area,"['Amenity', 'Location']",,none
3126,Amenity,"['happy hour', 'in the area']",are there any restaurants with happy hour in the area,"['Amenity', 'Location']",happy hour,AmenityAmenity
84,Rating,"['happy hour', 'in the area']",are there any restaurants with happy hour in the area,"['Amenity', 'Location']",,none
9210,Hours,"['happy hour', 'in the area']",are there any restaurants with happy hour in the area,"['Amenity', 'Location']",,none
1605,Dish,"['happy hour', 'in the area']",are there any restaurants with happy hour in the area,"['Amenity', 'Location']",,none
7301,Location,"['happy hour', 'juice shop']",what time is happy hour at the juice shop,"['Amenity', 'Restaurant_Name']",,none
10343,Hours,"['happy hour', 'juice shop']",what time is happy hour at the juice shop,"['Amenity', 'Restaurant_Name']",,none
4259,Amenity,"['happy hour', 'juice shop']",what time is happy hour at the juice shop,"['Amenity', 'Restaurant_Name']",happy hour,AmenityAmenity
5780,Price,"['happy hour', 'juice shop']",what time is happy hour at the juice shop,"['Amenity', 'Restaurant_Name']",,none
8822,Cuisine,"['happy hour', 'juice shop']",what time is happy hour at the juice shop,"['Amenity', 'Restaurant_Name']",,none
1217,Rating,"['happy hour', 'juice shop']",what time is happy hour at the juice shop,"['Amenity', 'Restaurant_Name']",,none
11864,Restaurant_Name,"['happy hour', 'juice shop']",what time is happy hour at the juice shop,"['Amenity', 'Restaurant_Name']",juice shop,Restaurant_NameRestaurant_Name
2738,Dish,"['happy hour', 'juice shop']",what time is happy hour at the juice shop,"['Amenity', 'Restaurant_Name']",,none
6068,Price,"['happy hour', 'right now']",who has happy hour right now,"['Amenity', 'Hours']",,none
9110,Cuisine,"['happy hour', 'right now']",who has happy hour right now,"['Amenity', 'Hours']",,none
3026,Dish,"['happy hour', 'right now']",who has happy hour right now,"['Amenity', 'Hours']",,none
12152,Restaurant_Name,"['happy hour', 'right now']",who has happy hour right now,"['Amenity', 'Hours']",,none
10631,Hours,"['happy hour', 'right now']",who has happy hour right now,"['Amenity', 'Hours']",right now,HoursHours
4547,Amenity,"['happy hour', 'right now']",who has happy hour right now,"['Amenity', 'Hours']",happy hour,AmenityAmenity
7589,Location,"['happy hour', 'right now']",who has happy hour right now,"['Amenity', 'Hours']",,none
1505,Rating,"['happy hour', 'right now']",who has happy hour right now,"['Amenity', 'Hours']",,none
3516,Amenity,"['hard rock hotel', 'near me']",hard rock hotel restaurant near me,"['Restaurant_Name', 'Location']",,none
9600,Hours,"['hard rock hotel', 'near me']",hard rock hotel restaurant near me,"['Restaurant_Name', 'Location']",,none
474,Rating,"['hard rock hotel', 'near me']",hard rock hotel restaurant near me,"['Restaurant_Name', 'Location']",,none
8079,Cuisine,"['hard rock hotel', 'near me']",hard rock hotel restaurant near me,"['Restaurant_Name', 'Location']",,none
1995,Dish,"['hard rock hotel', 'near me']",hard rock hotel restaurant near me,"['Restaurant_Name', 'Location']",,none
11121,Restaurant_Name,"['hard rock hotel', 'near me']",hard rock hotel restaurant near me,"['Restaurant_Name', 'Location']",hard rock hotel,Restaurant_NameRestaurant_Name
6558,Location,"['hard rock hotel', 'near me']",hard rock hotel restaurant near me,"['Restaurant_Name', 'Location']",near me,LocationLocation
5037,Price,"['hard rock hotel', 'near me']",hard rock hotel restaurant near me,"['Restaurant_Name', 'Location']",,none
11207,Restaurant_Name,"['hate smoke', 'relax']",i hate smoke so list off some eateries i can go relax at,"['Amenity', 'Amenity']",,none
560,Rating,"['hate smoke', 'relax']",i hate smoke so list off some eateries i can go relax at,"['Amenity', 'Amenity']",,none
6644,Location,"['hate smoke', 'relax']",i hate smoke so list off some eateries i can go relax at,"['Amenity', 'Amenity']",,none
9686,Hours,"['hate smoke', 'relax']",i hate smoke so list off some eateries i can go relax at,"['Amenity', 'Amenity']",,none
2081,Dish,"['hate smoke', 'relax']",i hate smoke so list off some eateries i can go relax at,"['Amenity', 'Amenity']",,none
8165,Cuisine,"['hate smoke', 'relax']",i hate smoke so list off some eateries i can go relax at,"['Amenity', 'Amenity']",,none
3602,Amenity,"['hate smoke', 'relax']",i hate smoke so list off some eateries i can go relax at,"['Amenity', 'Amenity']",hate smoke & relax,AmenityAmenity
5123,Price,"['hate smoke', 'relax']",i hate smoke so list off some eateries i can go relax at,"['Amenity', 'Amenity']",,none
8001,Cuisine,['hawaiian'],find me a restaurant that serves hawaiian food,['Cuisine'],hawaiian,Cuisine
9522,Hours,['hawaiian'],find me a restaurant that serves hawaiian food,['Cuisine'],,none
1917,Dish,['hawaiian'],find me a restaurant that serves hawaiian food,['Cuisine'],,none
3438,Amenity,['hawaiian'],find me a restaurant that serves hawaiian food,['Cuisine'],,none
6480,Location,['hawaiian'],find me a restaurant that serves hawaiian food,['Cuisine'],,none
396,Rating,['hawaiian'],find me a restaurant that serves hawaiian food,['Cuisine'],,none
11043,Restaurant_Name,['hawaiian'],find me a restaurant that serves hawaiian food,['Cuisine'],,none
4959,Price,['hawaiian'],find me a restaurant that serves hawaiian food,['Cuisine'],,none
6624,Location,"['health', 'in the area']",i am diabetic and need to know if there are any health stores in the area,"['Cuisine', 'Location']",in the area,LocationLocation
540,Rating,"['health', 'in the area']",i am diabetic and need to know if there are any health stores in the area,"['Cuisine', 'Location']",,none
8145,Cuisine,"['health', 'in the area']",i am diabetic and need to know if there are any health stores in the area,"['Cuisine', 'Location']",health,CuisineCuisine
3582,Amenity,"['health', 'in the area']",i am diabetic and need to know if there are any health stores in the area,"['Cuisine', 'Location']",,none
5103,Price,"['health', 'in the area']",i am diabetic and need to know if there are any health stores in the area,"['Cuisine', 'Location']",,none
9666,Hours,"['health', 'in the area']",i am diabetic and need to know if there are any health stores in the area,"['Cuisine', 'Location']",,none
11187,Restaurant_Name,"['health', 'in the area']",i am diabetic and need to know if there are any health stores in the area,"['Cuisine', 'Location']",,none
2061,Dish,"['health', 'in the area']",i am diabetic and need to know if there are any health stores in the area,"['Cuisine', 'Location']",,none
4357,Amenity,"['healthy', 'lunch']",where can i get a healthy lunch,"['Amenity', 'Hours']",healthy,AmenityAmenity
11962,Restaurant_Name,"['healthy', 'lunch']",where can i get a healthy lunch,"['Amenity', 'Hours']",,none
1315,Rating,"['healthy', 'lunch']",where can i get a healthy lunch,"['Amenity', 'Hours']",,none
2836,Dish,"['healthy', 'lunch']",where can i get a healthy lunch,"['Amenity', 'Hours']",,none
5878,Price,"['healthy', 'lunch']",where can i get a healthy lunch,"['Amenity', 'Hours']",,none
7399,Location,"['healthy', 'lunch']",where can i get a healthy lunch,"['Amenity', 'Hours']",,none
10441,Hours,"['healthy', 'lunch']",where can i get a healthy lunch,"['Amenity', 'Hours']",lunch,HoursHours
8920,Cuisine,"['healthy', 'lunch']",where can i get a healthy lunch,"['Amenity', 'Hours']",,none
10978,Restaurant_Name,['heart attack grill'],feel like having a heart attack heart attack grill,['Restaurant_Name'],heart attack grill,Restaurant_Name
7936,Cuisine,['heart attack grill'],feel like having a heart attack heart attack grill,['Restaurant_Name'],,none
9457,Hours,['heart attack grill'],feel like having a heart attack heart attack grill,['Restaurant_Name'],,none
3373,Amenity,['heart attack grill'],feel like having a heart attack heart attack grill,['Restaurant_Name'],,none
6415,Location,['heart attack grill'],feel like having a heart attack heart attack grill,['Restaurant_Name'],,none
331,Rating,['heart attack grill'],feel like having a heart attack heart attack grill,['Restaurant_Name'],,none
4894,Price,['heart attack grill'],feel like having a heart attack heart attack grill,['Restaurant_Name'],,none
1852,Dish,['heart attack grill'],feel like having a heart attack heart attack grill,['Restaurant_Name'],,none
3241,Amenity,"['heartland restaurant', 'tonight at 7 30']",can you make reservations for two at heartland restaurant for tonight at 7 30,"['Restaurant_Name', 'Hours']",,none
9325,Hours,"['heartland restaurant', 'tonight at 7 30']",can you make reservations for two at heartland restaurant for tonight at 7 30,"['Restaurant_Name', 'Hours']",tonight at 7 30,HoursHours
199,Rating,"['heartland restaurant', 'tonight at 7 30']",can you make reservations for two at heartland restaurant for tonight at 7 30,"['Restaurant_Name', 'Hours']",,none
6283,Location,"['heartland restaurant', 'tonight at 7 30']",can you make reservations for two at heartland restaurant for tonight at 7 30,"['Restaurant_Name', 'Hours']",,none
4762,Price,"['heartland restaurant', 'tonight at 7 30']",can you make reservations for two at heartland restaurant for tonight at 7 30,"['Restaurant_Name', 'Hours']",,none
10846,Restaurant_Name,"['heartland restaurant', 'tonight at 7 30']",can you make reservations for two at heartland restaurant for tonight at 7 30,"['Restaurant_Name', 'Hours']",heartland restaurant,Restaurant_NameRestaurant_Name
7804,Cuisine,"['heartland restaurant', 'tonight at 7 30']",can you make reservations for two at heartland restaurant for tonight at 7 30,"['Restaurant_Name', 'Hours']",,none
1720,Dish,"['heartland restaurant', 'tonight at 7 30']",can you make reservations for two at heartland restaurant for tonight at 7 30,"['Restaurant_Name', 'Hours']",,none
10054,Hours,['hidden find'],is this restaurant a hidden find,['Amenity'],,none
5491,Price,['hidden find'],is this restaurant a hidden find,['Amenity'],,none
2449,Dish,['hidden find'],is this restaurant a hidden find,['Amenity'],,none
8533,Cuisine,['hidden find'],is this restaurant a hidden find,['Amenity'],,none
928,Rating,['hidden find'],is this restaurant a hidden find,['Amenity'],,none
7012,Location,['hidden find'],is this restaurant a hidden find,['Amenity'],,none
3970,Amenity,['hidden find'],is this restaurant a hidden find,['Amenity'],hidden find,Amenity
11575,Restaurant_Name,['hidden find'],is this restaurant a hidden find,['Amenity'],,none
9947,Hours,"['hidden tudors biscut world', 'this town']",is there a hidden tudors biscut world in this town,"['Restaurant_Name', 'Location']",,none
6905,Location,"['hidden tudors biscut world', 'this town']",is there a hidden tudors biscut world in this town,"['Restaurant_Name', 'Location']",this town,LocationLocation
5384,Price,"['hidden tudors biscut world', 'this town']",is there a hidden tudors biscut world in this town,"['Restaurant_Name', 'Location']",,none
3863,Amenity,"['hidden tudors biscut world', 'this town']",is there a hidden tudors biscut world in this town,"['Restaurant_Name', 'Location']",,none
821,Rating,"['hidden tudors biscut world', 'this town']",is there a hidden tudors biscut world in this town,"['Restaurant_Name', 'Location']",,none
11468,Restaurant_Name,"['hidden tudors biscut world', 'this town']",is there a hidden tudors biscut world in this town,"['Restaurant_Name', 'Location']",hidden tudors biscut world,Restaurant_NameRestaurant_Name
8426,Cuisine,"['hidden tudors biscut world', 'this town']",is there a hidden tudors biscut world in this town,"['Restaurant_Name', 'Location']",,none
2342,Dish,"['hidden tudors biscut world', 'this town']",is there a hidden tudors biscut world in this town,"['Restaurant_Name', 'Location']",,none
4005,Amenity,"['high', 'end', 'italian', 'within', '5 miles']",looking for a high end italian restaurant within a 5 miles,"['Price', 'Rating', 'Cuisine', 'Location', 'Location']",,none
2484,Dish,"['high', 'end', 'italian', 'within', '5 miles']",looking for a high end italian restaurant within a 5 miles,"['Price', 'Rating', 'Cuisine', 'Location', 'Location']",,none
963,Rating,"['high', 'end', 'italian', 'within', '5 miles']",looking for a high end italian restaurant within a 5 miles,"['Price', 'Rating', 'Cuisine', 'Location', 'Location']",end,RatingRatingRatingRatingRating
8568,Cuisine,"['high', 'end', 'italian', 'within', '5 miles']",looking for a high end italian restaurant within a 5 miles,"['Price', 'Rating', 'Cuisine', 'Location', 'Location']",italian,CuisineCuisineCuisineCuisineCuisine
7047,Location,"['high', 'end', 'italian', 'within', '5 miles']",looking for a high end italian restaurant within a 5 miles,"['Price', 'Rating', 'Cuisine', 'Location', 'Location']",within & 5 miles,LocationLocationLocationLocationLocation
5526,Price,"['high', 'end', 'italian', 'within', '5 miles']",looking for a high end italian restaurant within a 5 miles,"['Price', 'Rating', 'Cuisine', 'Location', 'Location']",high,PricePricePricePricePrice
10089,Hours,"['high', 'end', 'italian', 'within', '5 miles']",looking for a high end italian restaurant within a 5 miles,"['Price', 'Rating', 'Cuisine', 'Location', 'Location']",,none
11610,Restaurant_Name,"['high', 'end', 'italian', 'within', '5 miles']",looking for a high end italian restaurant within a 5 miles,"['Price', 'Rating', 'Cuisine', 'Location', 'Location']",,none
5839,Price,"['high end', 'chestnut street', 'open after 11 pm']",where can i find a high end restaurant on chestnut street open after 11 pm,"['Price', 'Location', 'Hours']",high end,PricePricePrice
1276,Rating,"['high end', 'chestnut street', 'open after 11 pm']",where can i find a high end restaurant on chestnut street open after 11 pm,"['Price', 'Location', 'Hours']",,none
10402,Hours,"['high end', 'chestnut street', 'open after 11 pm']",where can i find a high end restaurant on chestnut street open after 11 pm,"['Price', 'Location', 'Hours']",open after 11 pm,HoursHoursHours
11923,Restaurant_Name,"['high end', 'chestnut street', 'open after 11 pm']",where can i find a high end restaurant on chestnut street open after 11 pm,"['Price', 'Location', 'Hours']",,none
8881,Cuisine,"['high end', 'chestnut street', 'open after 11 pm']",where can i find a high end restaurant on chestnut street open after 11 pm,"['Price', 'Location', 'Hours']",,none
2797,Dish,"['high end', 'chestnut street', 'open after 11 pm']",where can i find a high end restaurant on chestnut street open after 11 pm,"['Price', 'Location', 'Hours']",,none
7360,Location,"['high end', 'chestnut street', 'open after 11 pm']",where can i find a high end restaurant on chestnut street open after 11 pm,"['Price', 'Location', 'Hours']",chestnut street,LocationLocationLocation
4318,Amenity,"['high end', 'chestnut street', 'open after 11 pm']",where can i find a high end restaurant on chestnut street open after 11 pm,"['Price', 'Location', 'Hours']",,none
8621,Cuisine,"['high end', 'clients']",please find a high end restaurant that i can take my clients to,"['Rating', 'Amenity']",,none
10142,Hours,"['high end', 'clients']",please find a high end restaurant that i can take my clients to,"['Rating', 'Amenity']",,none
5579,Price,"['high end', 'clients']",please find a high end restaurant that i can take my clients to,"['Rating', 'Amenity']",,none
2537,Dish,"['high end', 'clients']",please find a high end restaurant that i can take my clients to,"['Rating', 'Amenity']",,none
1016,Rating,"['high end', 'clients']",please find a high end restaurant that i can take my clients to,"['Rating', 'Amenity']",high end,RatingRating
4058,Amenity,"['high end', 'clients']",please find a high end restaurant that i can take my clients to,"['Rating', 'Amenity']",clients,AmenityAmenity
11663,Restaurant_Name,"['high end', 'clients']",please find a high end restaurant that i can take my clients to,"['Rating', 'Amenity']",,none
7100,Location,"['high end', 'clients']",please find a high end restaurant that i can take my clients to,"['Rating', 'Amenity']",,none
9308,Hours,"['high end', 'lunch']",can you help me find a high end restaurant where i can have lunch,"['Price', 'Amenity']",,none
7787,Cuisine,"['high end', 'lunch']",can you help me find a high end restaurant where i can have lunch,"['Price', 'Amenity']",,none
1703,Dish,"['high end', 'lunch']",can you help me find a high end restaurant where i can have lunch,"['Price', 'Amenity']",,none
3224,Amenity,"['high end', 'lunch']",can you help me find a high end restaurant where i can have lunch,"['Price', 'Amenity']",lunch,AmenityAmenity
4745,Price,"['high end', 'lunch']",can you help me find a high end restaurant where i can have lunch,"['Price', 'Amenity']",high end,PricePrice
182,Rating,"['high end', 'lunch']",can you help me find a high end restaurant where i can have lunch,"['Price', 'Amenity']",,none
6266,Location,"['high end', 'lunch']",can you help me find a high end restaurant where i can have lunch,"['Price', 'Amenity']",,none
10829,Restaurant_Name,"['high end', 'lunch']",can you help me find a high end restaurant where i can have lunch,"['Price', 'Amenity']",,none
7193,Location,"['high end', 'nearby']",what high end restaurants are nearby,"['Rating', 'Location']",nearby,LocationLocation
10235,Hours,"['high end', 'nearby']",what high end restaurants are nearby,"['Rating', 'Location']",,none
11756,Restaurant_Name,"['high end', 'nearby']",what high end restaurants are nearby,"['Rating', 'Location']",,none
8714,Cuisine,"['high end', 'nearby']",what high end restaurants are nearby,"['Rating', 'Location']",,none
4151,Amenity,"['high end', 'nearby']",what high end restaurants are nearby,"['Rating', 'Location']",,none
1109,Rating,"['high end', 'nearby']",what high end restaurants are nearby,"['Rating', 'Location']",high end,RatingRating
5672,Price,"['high end', 'nearby']",what high end restaurants are nearby,"['Rating', 'Location']",,none
2630,Dish,"['high end', 'nearby']",what high end restaurants are nearby,"['Rating', 'Location']",,none
342,Rating,"['high end', 'pancakes']",find a high end place that serves pancakes,"['Rating', 'Dish']",high end,RatingRating
3384,Amenity,"['high end', 'pancakes']",find a high end place that serves pancakes,"['Rating', 'Dish']",,none
6426,Location,"['high end', 'pancakes']",find a high end place that serves pancakes,"['Rating', 'Dish']",,none
9468,Hours,"['high end', 'pancakes']",find a high end place that serves pancakes,"['Rating', 'Dish']",,none
1863,Dish,"['high end', 'pancakes']",find a high end place that serves pancakes,"['Rating', 'Dish']",pancakes,DishDish
7947,Cuisine,"['high end', 'pancakes']",find a high end place that serves pancakes,"['Rating', 'Dish']",,none
4905,Price,"['high end', 'pancakes']",find a high end place that serves pancakes,"['Rating', 'Dish']",,none
10989,Restaurant_Name,"['high end', 'pancakes']",find a high end place that serves pancakes,"['Rating', 'Dish']",,none
9798,Hours,"['high zagats rating', 'average plate cost', 'less than 20', 'nearby']",i want to go to a restaurant with a high zagats rating and average plate cost of less than 20 nearby,"['Rating', 'Price', 'Price', 'Location']",,none
2193,Dish,"['high zagats rating', 'average plate cost', 'less than 20', 'nearby']",i want to go to a restaurant with a high zagats rating and average plate cost of less than 20 nearby,"['Rating', 'Price', 'Price', 'Location']",,none
11319,Restaurant_Name,"['high zagats rating', 'average plate cost', 'less than 20', 'nearby']",i want to go to a restaurant with a high zagats rating and average plate cost of less than 20 nearby,"['Rating', 'Price', 'Price', 'Location']",,none
